,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,2,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005315,3.50298e-05
1,go-terms,GO:0071554,GO:0071554,2935,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005315,0.0514061734
2,go-terms,GO:0016043,GO:0016043,16989,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005315,0.2975602998
3,go-terms,GO:0051301,GO:0051301,5363,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005315,0.0939323025
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005315,0.0
5,go-terms,GO:0048870,GO:0048870,2174,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005315,0.0380773496
6,go-terms,GO:0032196,GO:0032196,10410,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005315,0.1823299029
7,go-terms,GO:0006811,GO:0006811,45423,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005315,0.7955784035
8,go-terms,GO:0009306,GO:0009306,2783,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005315,0.0487439116
9,go-terms,GO:0006810,GO:0006810,197859,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005315,3.4654766824
10,go-terms,GO:0046034,GO:0046034,4834,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005315,0.0846669309
11,go-terms,GO:0009058,GO:0009058,383267,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005315,6.7128755913
12,go-terms,GO:0005975,GO:0005975,216446,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005315,3.7910257607
13,go-terms,GO:0009056,GO:0009056,37496,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005315,0.6567379481
14,go-terms,GO:0006520,GO:0006520,115375,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005315,2.0207793036
15,go-terms,GO:0045333,GO:0045333,1631,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005315,0.0285667696
16,go-terms,GO:0051186,GO:0051186,31984,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005315,0.5601959285
17,go-terms,GO:0006259,GO:0006259,127809,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005315,2.238559324
18,go-terms,GO:0022900,GO:0022900,717,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005315,0.0125581691
19,go-terms,GO:0006091,GO:0006091,19296,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005315,0.3379671284
20,go-terms,GO:0046039,GO:0046039,278,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005315,0.0048691367
21,go-terms,GO:0006629,GO:0006629,31577,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005315,0.5530673722
22,go-terms,GO:0006807,GO:0006807,455884,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005315,7.9847536471
23,go-terms,GO:0071941,GO:0071941,141,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005315,0.0024695981
24,go-terms,GO:0009117,GO:0009117,32147,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005315,0.5630508539
25,go-terms,GO:0055114,GO:0055114,132876,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005315,2.327307222
26,go-terms,GO:0016310,GO:0016310,22851,phosphorylation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016310,MGYA00005315,0.4002325275
27,go-terms,GO:0015979,GO:0015979,1671,photosynthesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0015979,MGYA00005315,0.0292673648
