,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,1,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005322,8.6975e-06
1,go-terms,GO:0071554,GO:0071554,5509,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005322,0.0479147766
2,go-terms,GO:0016043,GO:0016043,30748,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005322,0.2674321202
3,go-terms,GO:0051301,GO:0051301,11925,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005322,0.1037182267
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005322,0.0
5,go-terms,GO:0048870,GO:0048870,2694,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005322,0.0234311868
6,go-terms,GO:0032196,GO:0032196,21444,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005322,0.1865101596
7,go-terms,GO:0006811,GO:0006811,119308,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005322,1.0376867243
8,go-terms,GO:0009306,GO:0009306,3891,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005322,0.0338421484
9,go-terms,GO:0006810,GO:0006810,470834,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005322,4.0951000031
10,go-terms,GO:0046034,GO:0046034,16632,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005322,0.144657572
11,go-terms,GO:0009058,GO:0009058,756792,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005322,6.5822326372
12,go-terms,GO:0005975,GO:0005975,416621,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005322,3.6235799844
13,go-terms,GO:0009056,GO:0009056,82277,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005322,0.7156079275
14,go-terms,GO:0006520,GO:0006520,233231,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005322,2.0285371677
15,go-terms,GO:0045333,GO:0045333,1427,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005322,0.012411397
16,go-terms,GO:0051186,GO:0051186,81715,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005322,0.7107199071
17,go-terms,GO:0006259,GO:0006259,249332,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005322,2.1685763432
18,go-terms,GO:0022900,GO:0022900,753,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005322,0.0065492515
19,go-terms,GO:0006091,GO:0006091,40565,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005322,0.3528159216
20,go-terms,GO:0046039,GO:0046039,483,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005322,0.0042009143
