,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005296,0.0
1,go-terms,GO:0071554,GO:0071554,7579,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005296,0.0733568984
2,go-terms,GO:0016043,GO:0016043,28621,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005296,0.2770217428
3,go-terms,GO:0051301,GO:0051301,10652,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005296,0.103100367
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005296,0.0
5,go-terms,GO:0048870,GO:0048870,3825,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005296,0.0370220526
6,go-terms,GO:0032196,GO:0032196,26276,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005296,0.2543245629
7,go-terms,GO:0006811,GO:0006811,98613,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005296,0.9544720704
8,go-terms,GO:0009306,GO:0009306,4273,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005296,0.0413582302
9,go-terms,GO:0006810,GO:0006810,397937,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005296,3.8516194849
10,go-terms,GO:0046034,GO:0046034,16241,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005296,0.1571961191
11,go-terms,GO:0009058,GO:0009058,707315,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005296,6.8460792436
12,go-terms,GO:0005975,GO:0005975,397220,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005296,3.8446796649
13,go-terms,GO:0009056,GO:0009056,67484,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005296,0.6531754758
14,go-terms,GO:0006520,GO:0006520,205157,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005296,1.9857080359
15,go-terms,GO:0045333,GO:0045333,1708,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005296,0.0165316773
16,go-terms,GO:0051186,GO:0051186,66741,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005296,0.6459840026
17,go-terms,GO:0006259,GO:0006259,220596,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005296,2.1351416227
18,go-terms,GO:0022900,GO:0022900,1103,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005296,0.0106759017
19,go-terms,GO:0006091,GO:0006091,36095,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005296,0.3493623496
20,go-terms,GO:0046039,GO:0046039,607,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005296,0.0058751336
21,go-terms,GO:0006629,GO:0006629,58768,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005296,0.5688135908
22,go-terms,GO:0006807,GO:0006807,830096,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005296,8.0344726124
23,go-terms,GO:0071941,GO:0071941,176,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005296,0.0017034984
24,go-terms,GO:0009117,GO:0009117,64478,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005296,0.624080498
25,go-terms,GO:0055114,GO:0055114,236169,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005296,2.2858721912
26,go-terms,GO:0016310,GO:0016310,41267,phosphorylation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016310,MGYA00005296,0.399421972
27,go-terms,GO:0015979,GO:0015979,2658,photosynthesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0015979,MGYA00005296,0.0257266969
28,go-terms,GO:0019538,GO:0019538,278463,protein metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019538,MGYA00005296,2.6952344633
29,go-terms,GO:0016070,GO:0016070,305495,RNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016070,MGYA00005296,2.956876326
30,go-terms,GO:0044281,GO:0044281,430436,small molecule metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044281,MGYA00005296,4.1661762656
31,go-terms,GO:0006790,GO:0006790,29273,sulfur compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006790,MGYA00005296,0.28333243
32,go-terms,GO:0009404,GO:0009404,459,toxin metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009404,MGYA00005296,0.0044426463
33,go-terms,GO:0006351,GO:0006351,142896,"transcription, DNA-templated",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006351,MGYA00005296,1.3830858099
34,go-terms,GO:0006412,GO:0006412,151873,translation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006412,MGYA00005296,1.4699739055
35,go-terms,GO:0007154,GO:0007154,92548,cell communication,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007154,MGYA00005296,0.8957691295
36,go-terms,GO:0006935,GO:0006935,3537,chemotaxis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006935,MGYA00005296,0.0342345098
37,go-terms,GO:0006950,GO:0006950,55622,response to stress,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006950,MGYA00005296,0.5383635575
38,go-terms,GO:0007165,GO:0007165,84375,signal transduction,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007165,MGYA00005296,0.8166629241
39,go-terms,GO:0000160,GO:0000160,55528,phosphorelay signal transduction system,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000160,MGYA00005296,0.5374537345
