,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,1,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005323,8.9215e-06
1,go-terms,GO:0071554,GO:0071554,5327,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005323,0.047525057
2,go-terms,GO:0016043,GO:0016043,30033,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005323,0.2679406867
3,go-terms,GO:0051301,GO:0051301,11481,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005323,0.1024282298
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005323,0.0
5,go-terms,GO:0048870,GO:0048870,2614,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005323,0.0233209122
6,go-terms,GO:0032196,GO:0032196,21109,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005323,0.1883248412
7,go-terms,GO:0006811,GO:0006811,115752,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005323,1.0326863907
8,go-terms,GO:0009306,GO:0009306,3731,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005323,0.0332862752
9,go-terms,GO:0006810,GO:0006810,458828,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005323,4.0934535148
10,go-terms,GO:0046034,GO:0046034,15900,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005323,0.1418525262
11,go-terms,GO:0009058,GO:0009058,739716,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005323,6.5994077523
12,go-terms,GO:0005975,GO:0005975,407518,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005323,3.6356891677
13,go-terms,GO:0009056,GO:0009056,80442,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005323,0.717666724
14,go-terms,GO:0006520,GO:0006520,227661,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005323,2.0310872934
15,go-terms,GO:0045333,GO:0045333,1417,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005323,0.0126418258
16,go-terms,GO:0051186,GO:0051186,80450,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005323,0.7177380963
17,go-terms,GO:0006259,GO:0006259,242777,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005323,2.1659453302
18,go-terms,GO:0022900,GO:0022900,810,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005323,0.0072264494
19,go-terms,GO:0006091,GO:0006091,39889,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005323,0.3558714099
20,go-terms,GO:0046039,GO:0046039,483,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005323,0.004309105
21,go-terms,GO:0006629,GO:0006629,61586,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005323,0.5494421181
22,go-terms,GO:0006807,GO:0006807,910263,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005323,8.1209500658
23,go-terms,GO:0071941,GO:0071941,153,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005323,0.001364996
24,go-terms,GO:0009117,GO:0009117,68224,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005323,0.6086633174
25,go-terms,GO:0055114,GO:0055114,275822,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005323,2.460757703
