,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005308,0.0
1,go-terms,GO:0071554,GO:0071554,1445,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005308,0.0495840941
2,go-terms,GO:0016043,GO:0016043,10792,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005308,0.3703194074
3,go-terms,GO:0051301,GO:0051301,3498,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005308,0.1200312534
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005308,0.0
5,go-terms,GO:0048870,GO:0048870,1066,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005308,0.0365789926
6,go-terms,GO:0032196,GO:0032196,4993,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005308,0.1713310601
7,go-terms,GO:0006811,GO:0006811,30030,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005308,1.0304569869
8,go-terms,GO:0009306,GO:0009306,1233,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005308,0.0423094727
9,go-terms,GO:0006810,GO:0006810,105675,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005308,3.6261585778
10,go-terms,GO:0046034,GO:0046034,4953,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005308,0.16995849
11,go-terms,GO:0009058,GO:0009058,200379,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005308,6.8758554972
12,go-terms,GO:0005975,GO:0005975,93058,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005308,3.1932156606
13,go-terms,GO:0009056,GO:0009056,18591,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005308,0.6379362585
14,go-terms,GO:0006520,GO:0006520,59495,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005308,2.0415264215
15,go-terms,GO:0045333,GO:0045333,358,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005308,0.0122845022
16,go-terms,GO:0051186,GO:0051186,20603,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005308,0.7069765335
17,go-terms,GO:0006259,GO:0006259,64165,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005308,2.2017739782
18,go-terms,GO:0022900,GO:0022900,182,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005308,0.0062451939
19,go-terms,GO:0006091,GO:0006091,9997,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005308,0.343039577
20,go-terms,GO:0046039,GO:0046039,101,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005308,0.0034657394
