,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
0,organisms,Bacteria:Proteobacteria:Betaproteobacteria:MND1,5,Bacteria:Proteobacteria:Betaproteobacteria:MND1,Betaproteobacteria,Proteobacteria,Bacteria,MND1,Bacteria,MND1,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMND1,,,,MGYA00005328,32208.0,100.0,2389.0,7.4174118231,2270.0,7.0481572329,5.0,0.0155284326,,,,,,
1,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,9,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Anaerostipes,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AAnaerostipes,Lachnospiraceae,Anaerostipes,,MGYA00005328,32208.0,100.0,3066.0,9.5193740686,3044.0,9.4513615053,3026.0,9.3978073853,1832.0,5.7472706739,9.0,0.0296452452,,
2,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Fusibacter,Acidaminobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AAcidaminobacteraceae%253AFusibacter,Acidaminobacteraceae,Fusibacter,,MGYA00005328,32208.0,100.0,3066.0,9.5193740686,3044.0,9.4513615053,3026.0,9.3978073853,4.0,0.0125486259,4.0,0.0131756645,,
3,organisms,Bacteria:Proteobacteria,1,Bacteria:Proteobacteria,,Proteobacteria,Bacteria,,Bacteria,Proteobacteria,Bacteria,phylum,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria,,,,MGYA00005328,32208.0,100.0,2389.0,7.4174118231,,,,,,,,,,
4,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,22,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Marinilabiaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae,Marinilabiaceae,,,MGYA00005328,32208.0,100.0,26711.0,82.9328117238,26709.0,82.929176887,26709.0,82.9497810491,22.0,0.0690174426,,,,
5,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,CandidatusAzobacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ACandidatusAzobacteroides,Porphyromonadaceae,CandidatusAzobacteroides,,MGYA00005328,32208.0,100.0,26711.0,82.9328117238,26709.0,82.929176887,26709.0,82.9497810491,3190.0,10.0075291756,5.0,0.0164695807,,
6,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,73,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,SMB53,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASMB53,Clostridiaceae,SMB53,,MGYA00005328,32208.0,100.0,3066.0,9.5193740686,3044.0,9.4513615053,3026.0,9.3978073853,142.0,0.4454762204,73.0,0.240455878,,
7,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,YRC22,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AYRC22,Paraprevotellaceae,YRC22,,MGYA00005328,32208.0,100.0,26711.0,82.9328117238,26709.0,82.929176887,26709.0,82.9497810491,101.0,0.3168528046,1.0,0.0032939161,,
8,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,24,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,Porphyromonadaceae,Tannerella,,MGYA00005328,32208.0,100.0,26711.0,82.9328117238,26709.0,82.929176887,26709.0,82.9497810491,3190.0,10.0075291756,24.0,0.0790539873,,
9,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,71,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,Rikenellaceae,Blvii28,,MGYA00005328,32208.0,100.0,26711.0,82.9328117238,26709.0,82.929176887,26709.0,82.9497810491,86.0,0.2697954574,71.0,0.2338680457,,
