,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005301,0.0
1,go-terms,GO:0071554,GO:0071554,4653,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005301,0.0677581461
2,go-terms,GO:0016043,GO:0016043,23486,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005301,0.3420089875
3,go-terms,GO:0051301,GO:0051301,7227,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005301,0.1052413758
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005301,0.0
5,go-terms,GO:0048870,GO:0048870,952,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005301,0.0138632614
6,go-terms,GO:0032196,GO:0032196,15366,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005301,0.2237635231
7,go-terms,GO:0006811,GO:0006811,68408,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005301,0.9961743515
8,go-terms,GO:0009306,GO:0009306,1744,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005301,0.0253965628
9,go-terms,GO:0006810,GO:0006810,268309,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005301,3.9071825528
10,go-terms,GO:0046034,GO:0046034,9167,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005301,0.1334921395
11,go-terms,GO:0009058,GO:0009058,463386,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005301,6.7479424634
12,go-terms,GO:0005975,GO:0005975,258865,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005301,3.7696566702
13,go-terms,GO:0009056,GO:0009056,46756,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005301,0.6808725292
14,go-terms,GO:0006520,GO:0006520,137176,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005301,1.9975911127
15,go-terms,GO:0045333,GO:0045333,919,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005301,0.0133827071
16,go-terms,GO:0051186,GO:0051186,43739,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005301,0.636938223
17,go-terms,GO:0006259,GO:0006259,158931,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005301,2.3143928467
18,go-terms,GO:0022900,GO:0022900,563,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005301,0.0081985464
19,go-terms,GO:0006091,GO:0006091,23170,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005301,0.3374073167
20,go-terms,GO:0046039,GO:0046039,281,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005301,0.0040919921
