,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005318,0.0
1,go-terms,GO:0071554,GO:0071554,6445,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005318,0.0600805294
2,go-terms,GO:0016043,GO:0016043,28495,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005318,0.2656314482
3,go-terms,GO:0051301,GO:0051301,7344,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005318,0.0684610407
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005318,0.0
5,go-terms,GO:0048870,GO:0048870,555,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005318,0.0051737306
6,go-terms,GO:0032196,GO:0032196,8678,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005318,0.0808966383
7,go-terms,GO:0006811,GO:0006811,97075,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005318,0.9049367551
8,go-terms,GO:0009306,GO:0009306,1858,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005318,0.017320345
9,go-terms,GO:0006810,GO:0006810,512938,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005318,4.7816270851
10,go-terms,GO:0046034,GO:0046034,9438,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005318,0.0879813865
11,go-terms,GO:0009058,GO:0009058,708977,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005318,6.6091099235
12,go-terms,GO:0005975,GO:0005975,489986,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005318,4.5676676888
13,go-terms,GO:0009056,GO:0009056,85235,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005318,0.7945638354
14,go-terms,GO:0006520,GO:0006520,188837,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005318,1.7603455269
15,go-terms,GO:0045333,GO:0045333,1918,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005318,0.0178796672
16,go-terms,GO:0051186,GO:0051186,65112,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005318,0.6069764821
17,go-terms,GO:0006259,GO:0006259,212474,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005318,1.9806905187
18,go-terms,GO:0022900,GO:0022900,1121,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005318,0.0104500036
19,go-terms,GO:0006091,GO:0006091,34619,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005318,0.3227196037
20,go-terms,GO:0046039,GO:0046039,1355,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005318,0.0126313603
21,go-terms,GO:0006629,GO:0006629,57069,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005318,0.5319993374
22,go-terms,GO:0006807,GO:0006807,795683,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005318,7.4173864755
23,go-terms,GO:0071941,GO:0071941,108,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005318,0.00100678
24,go-terms,GO:0009117,GO:0009117,59059,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005318,0.5505501913
25,go-terms,GO:0055114,GO:0055114,256315,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005318,2.3893779489
26,go-terms,GO:0016310,GO:0016310,43013,phosphorylation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016310,MGYA00005318,0.4009687834
27,go-terms,GO:0015979,GO:0015979,2604,photosynthesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0015979,MGYA00005318,0.0242745847
28,go-terms,GO:0019538,GO:0019538,262636,protein metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019538,MGYA00005318,2.4483025456
29,go-terms,GO:0016070,GO:0016070,293591,RNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016070,MGYA00005318,2.7368662052
30,go-terms,GO:0044281,GO:0044281,414131,small molecule metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044281,MGYA00005318,3.8605445617
31,go-terms,GO:0006790,GO:0006790,26532,sulfur compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006790,MGYA00005318,0.2473322893
32,go-terms,GO:0009404,GO:0009404,1257,toxin metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009404,MGYA00005318,0.0117178007
33,go-terms,GO:0006351,GO:0006351,141910,"transcription, DNA-templated",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006351,MGYA00005318,1.3228902902
34,go-terms,GO:0006412,GO:0006412,133502,translation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006412,MGYA00005318,1.2445106019
35,go-terms,GO:0007154,GO:0007154,85720,cell communication,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007154,MGYA00005318,0.7990850234
36,go-terms,GO:0006935,GO:0006935,451,chemotaxis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006935,MGYA00005318,0.0042042387
37,go-terms,GO:0006950,GO:0006950,51088,response to stress,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006950,MGYA00005318,0.4762442333
38,go-terms,GO:0007165,GO:0007165,79186,signal transduction,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007165,MGYA00005318,0.7381748328
39,go-terms,GO:0000160,GO:0000160,49888,phosphorelay signal transduction system,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000160,MGYA00005318,0.4650577887
40,go-terms,GO:0000902,GO:0000902,3010,cell morphogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000902,MGYA00005318,0.0280593318
41,go-terms,GO:0000746,GO:0000746,178,conjugation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000746,MGYA00005318,0.0016593226
42,go-terms,GO:0042592,GO:0042592,18472,homeostatic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042592,MGYA00005318,0.17219667
43,go-terms,GO:0002376,GO:0002376,14,immune system process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0002376,MGYA00005318,0.0001305085
44,go-terms,GO:0009405,GO:0009405,2970,pathogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009405,MGYA00005318,0.0276864503
45,go-terms,GO:0043934,GO:0043934,650,sporulation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043934,MGYA00005318,0.0060593241
46,go-terms,GO:0044403,GO:0044403,15928,"symbiosis, encompassing mutualism through parasitism",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044403,MGYA00005318,0.1484814075
