,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.order,attributes.hierarchy.kingdom,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
0,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,24,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Anaerostipes,Bacteria,Anaerostipes,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AAnaerostipes,,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,7363.0,83.1226010386,7358.0,83.0755334763,3262.0,40.7037684053,24.0,0.447177194,,
1,organisms,Bacteria:Spirochaetes:Spirochaetes:Spirochaetales:Spirochaetaceae:Treponema,1,Bacteria:Spirochaetes:Spirochaetes:Spirochaetales:Spirochaetaceae:Treponema,Spirochaetes,Spirochaetes,Spirochaetales,Bacteria,Spirochaetaceae,Treponema,Bacteria,Treponema,Spirochaetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASpirochaetes%253ASpirochaetes%253ASpirochaetales%253ASpirochaetaceae%253ATreponema,,MGYA00005308,8858.0,99.9887120442,1.0,0.0112879558,1.0,0.0112892301,1.0,0.0112905047,1.0,0.0124781632,1.0,0.0186323831,,
2,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,Clostridia,Firmicutes,Clostridiales,Bacteria,Acidaminobacteraceae,Fusibacter,Bacteria,Fusibacter,Acidaminobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AAcidaminobacteraceae%253AFusibacter,,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,7363.0,83.1226010386,7358.0,83.0755334763,3.0,0.0374344896,3.0,0.0558971492,,
3,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Oribacterium,Bacteria,Oribacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AOribacterium,,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,7363.0,83.1226010386,7358.0,83.0755334763,3262.0,40.7037684053,2.0,0.0372647662,,
4,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,74,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,Clostridia,Firmicutes,Clostridiales,Bacteria,Clostridiaceae,SMB53,Bacteria,SMB53,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASMB53,,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,7363.0,83.1226010386,7358.0,83.0755334763,165.0,2.0588969304,74.0,1.3787963481,,
5,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Paraprevotellaceae,YRC22,Bacteria,YRC22,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AYRC22,,MGYA00005308,8858.0,99.9887120442,871.0,9.8318094593,871.0,9.8329193949,871.0,9.8340295811,37.0,0.4616920389,1.0,0.0186323831,,
6,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,136,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Bacilli,Firmicutes,Turicibacterales,Bacteria,Turicibacteraceae,Turicibacter,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,336.0,3.793181305,136.0,1.5355086372,136.0,1.6970301972,136.0,2.5340040991,,
7,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,2,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Actinobacteria,Actinobacteria,Bifidobacteriales,Bacteria,Bifidobacteriaceae,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,,MGYA00005308,8858.0,99.9887120442,128.0,1.4448583362,44.0,0.4967261233,39.0,0.4403296827,39.0,0.4866483654,,,,
8,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,Clostridia,Firmicutes,Clostridiales,Bacteria,Veillonellaceae,Anaerovibrio,Bacteria,Anaerovibrio,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AAnaerovibrio,,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,7363.0,83.1226010386,7358.0,83.0755334763,848.0,10.5814824058,3.0,0.0558971492,,
9,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,67,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,gnavus,MGYA00005308,8858.0,99.9887120442,7793.0,87.9670391692,7363.0,83.1226010386,7358.0,83.0755334763,3262.0,40.7037684053,310.0,5.7760387554,67.0,4.5057162071
