,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005310,0.0
1,go-terms,GO:0071554,GO:0071554,3883,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005310,0.0548009004
2,go-terms,GO:0016043,GO:0016043,20476,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005310,0.2889784282
3,go-terms,GO:0051301,GO:0051301,7599,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005310,0.1072449246
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005310,0.0
5,go-terms,GO:0048870,GO:0048870,1773,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005310,0.0250224044
6,go-terms,GO:0032196,GO:0032196,16677,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005310,0.2353630224
7,go-terms,GO:0006811,GO:0006811,66069,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005310,0.9324338628
8,go-terms,GO:0009306,GO:0009306,2211,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005310,0.0312039121
9,go-terms,GO:0006810,GO:0006810,275865,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005310,3.8932913706
10,go-terms,GO:0046034,GO:0046034,9466,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005310,0.133593954
11,go-terms,GO:0009058,GO:0009058,479250,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005310,6.7636702349
12,go-terms,GO:0005975,GO:0005975,260174,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005310,3.671843797
13,go-terms,GO:0009056,GO:0009056,45762,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005310,0.6458405369
14,go-terms,GO:0006520,GO:0006520,138664,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005310,1.9569693677
15,go-terms,GO:0045333,GO:0045333,1375,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005310,0.019405418
16,go-terms,GO:0051186,GO:0051186,44410,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005310,0.6267597186
17,go-terms,GO:0006259,GO:0006259,163346,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005310,2.3053072054
18,go-terms,GO:0022900,GO:0022900,535,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005310,0.0075504717
19,go-terms,GO:0006091,GO:0006091,24489,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005310,0.3456140227
20,go-terms,GO:0046039,GO:0046039,353,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005310,0.0049819
21,go-terms,GO:0006629,GO:0006629,38529,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005310,0.5437609817
22,go-terms,GO:0006807,GO:0006807,573524,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005310,8.0941621446
23,go-terms,GO:0071941,GO:0071941,168,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005310,0.0023709893
24,go-terms,GO:0009117,GO:0009117,43323,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005310,0.6114188536
25,go-terms,GO:0055114,GO:0055114,162037,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005310,2.2868332475
26,go-terms,GO:0016310,GO:0016310,28416,phosphorylation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016310,MGYA00005310,0.4010358965
27,go-terms,GO:0015979,GO:0015979,1750,photosynthesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0015979,MGYA00005310,0.0246978047
28,go-terms,GO:0019538,GO:0019538,189125,protein metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019538,MGYA00005310,2.6691270385
29,go-terms,GO:0016070,GO:0016070,214742,RNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016070,MGYA00005310,3.0306605604
30,go-terms,GO:0044281,GO:0044281,288843,small molecule metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044281,MGYA00005310,4.0764502904
31,go-terms,GO:0006790,GO:0006790,18272,sulfur compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006790,MGYA00005310,0.2578733073
32,go-terms,GO:0009404,GO:0009404,463,toxin metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009404,MGYA00005310,0.0065343335
33,go-terms,GO:0006351,GO:0006351,100516,"transcription, DNA-templated",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006351,MGYA00005310,1.4185854509
34,go-terms,GO:0006412,GO:0006412,108209,translation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006412,MGYA00005310,1.5271570004
35,go-terms,GO:0007154,GO:0007154,61374,cell communication,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007154,MGYA00005310,0.866173181
36,go-terms,GO:0006935,GO:0006935,1104,chemotaxis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006935,MGYA00005310,0.0155807865
37,go-terms,GO:0006950,GO:0006950,38275,response to stress,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006950,MGYA00005310,0.5401762718
38,go-terms,GO:0007165,GO:0007165,55874,signal transduction,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007165,MGYA00005310,0.788551509
39,go-terms,GO:0000160,GO:0000160,37061,phosphorelay signal transduction system,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000160,MGYA00005310,0.5230430518
40,go-terms,GO:0000902,GO:0000902,2608,cell morphogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000902,MGYA00005310,0.0368067855
41,go-terms,GO:0000746,GO:0000746,1893,conjugation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000746,MGYA00005310,0.0267159682
42,go-terms,GO:0042592,GO:0042592,10170,homeostatic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042592,MGYA00005310,0.143529528
43,go-terms,GO:0002376,GO:0002376,31,immune system process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0002376,MGYA00005310,0.000437504
44,go-terms,GO:0009405,GO:0009405,938,pathogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009405,MGYA00005310,0.0132380233
45,go-terms,GO:0043934,GO:0043934,3607,sporulation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043934,MGYA00005310,0.0509057038
46,go-terms,GO:0044403,GO:0044403,11598,"symbiosis, encompassing mutualism through parasitism",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044403,MGYA00005310,0.1636829366
47,go-terms,GO:0016032,GO:0016032,17876,viral process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016032,MGYA00005310,0.2522845469
48,go-terms,GO:0042575,GO:0042575,2908,DNA polymerase complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042575,MGYA00005310,0.0410406949
49,go-terms,GO:0016469,GO:0016469,9915,proton-transporting two-sector ATPase complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016469,MGYA00005310,0.139930705
50,go-terms,GO:0005840,GO:0005840,43463,ribosome,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005840,MGYA00005310,0.613394678
51,go-terms,GO:0005667,GO:0005667,11,transcription factor complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005667,MGYA00005310,0.0001552433
52,go-terms,GO:0005694,GO:0005694,3927,chromosome,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005694,MGYA00005310,0.0554218738
53,go-terms,GO:0005737,GO:0005737,95924,cytoplasm,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005737,MGYA00005310,1.3537784113
54,go-terms,GO:0005856,GO:0005856,87,cytoskeleton,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005856,MGYA00005310,0.0012278337
55,go-terms,GO:0005783,GO:0005783,9,endoplasmic reticulum,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005783,MGYA00005310,0.0001270173
56,go-terms,GO:0005727,GO:0005727,4519,extrachromosomal circular DNA,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005727,MGYA00005310,0.0637767883
57,go-terms,GO:0005794,GO:0005794,5,Golgi apparatus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005794,MGYA00005310,7.05652e-05
58,go-terms,GO:0005739,GO:0005739,25,mitochondrion,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005739,MGYA00005310,0.0003528258
59,go-terms,GO:0009295,GO:0009295,98,nucleoid,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009295,MGYA00005310,0.0013830771
60,go-terms,GO:0005634,GO:0005634,135,nucleus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005634,MGYA00005310,0.0019052592
61,go-terms,GO:0042597,GO:0042597,3768,periplasmic space,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042597,MGYA00005310,0.0531779018
62,go-terms,GO:0009579,GO:0009579,15,thylakoid,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009579,MGYA00005310,0.0002116955
63,go-terms,GO:0005773,GO:0005773,1,vacuole,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005773,MGYA00005310,1.4113e-05
64,go-terms,GO:0031982,GO:0031982,13,vesicle,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0031982,MGYA00005310,0.0001834694
65,go-terms,GO:0043190,GO:0043190,631,ATP-binding cassette (ABC) transporter complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043190,MGYA00005310,0.0089053227
66,go-terms,GO:0005618,GO:0005618,1444,cell wall,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005618,MGYA00005310,0.0203792172
67,go-terms,GO:0019861,GO:0019861,1852,flagellum,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019861,MGYA00005310,0.0261373339
68,go-terms,GO:0016020,GO:0016020,334367,membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016020,MGYA00005310,4.7189319258
69,go-terms,GO:0019867,GO:0019867,5605,outer membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019867,MGYA00005310,0.0791035403
70,go-terms,GO:0009289,GO:0009289,45,pilus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009289,MGYA00005310,0.0006350864
71,go-terms,GO:0005886,GO:0005886,6211,plasma membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005886,MGYA00005310,0.0876560372
72,go-terms,GO:0070469,GO:0070469,5,respiratory chain,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0070469,MGYA00005310,7.05652e-05
73,go-terms,GO:0031012,GO:0031012,111,extracellular matrix,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0031012,MGYA00005310,0.0015665465
74,go-terms,GO:0019012,GO:0019012,21176,virion,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019012,MGYA00005310,0.2988575501
75,go-terms,GO:0048037,GO:0048037,136352,cofactor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048037,MGYA00005310,1.9243400394
76,go-terms,GO:0008092,GO:0008092,86,cytoskeletal protein binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008092,MGYA00005310,0.0012137207
77,go-terms,GO:0046872,GO:0046872,86631,metal ion binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046872,MGYA00005310,1.2226260117
78,go-terms,GO:0003676,GO:0003676,338537,nucleic acid binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0003676,MGYA00005310,4.7777832662
79,go-terms,GO:0000166,GO:0000166,379011,nucleotide binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000166,MGYA00005310,5.3489940937
80,go-terms,GO:0005102,GO:0005102,61,receptor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005102,MGYA00005310,0.0008608949
81,go-terms,GO:0008134,GO:0008134,4313,transcription factor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008134,MGYA00005310,0.0608695039
82,go-terms,GO:0051082,GO:0051082,4109,unfolded protein binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051082,MGYA00005310,0.0579904455
83,go-terms,GO:0004812,GO:0004812,57123,aminoacyl-tRNA ligase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004812,MGYA00005310,0.8061786851
84,go-terms,GO:0016853,GO:0016853,87257,isomerase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016853,MGYA00005310,1.2314607693
85,go-terms,GO:0016874,GO:0016874,114119,ligase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016874,MGYA00005310,1.6105650152
86,go-terms,GO:0016829,GO:0016829,64036,lyase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016829,MGYA00005310,0.9037420702
87,go-terms,GO:0016491,GO:0016491,160918,oxidoreductase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016491,MGYA00005310,2.2710407655
88,go-terms,GO:0016887,GO:0016887,84330,ATPase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016887,MGYA00005310,1.1901519268
89,go-terms,GO:0003924,GO:0003924,15182,GTPase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0003924,MGYA00005310,0.2142640407
90,go-terms,GO:0004386,GO:0004386,9613,helicase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004386,MGYA00005310,0.1356685696
91,go-terms,GO:0016787,GO:0016787,388837,hydrolase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016787,MGYA00005310,5.4876687389
92,go-terms,GO:0016810,GO:0016810,32372,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016810,MGYA00005310,0.4568670482
93,go-terms,GO:0016788,GO:0016788,54846,"hydrolase activity, acting on ester bonds",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016788,MGYA00005310,0.7740433129
94,go-terms,GO:0016798,GO:0016798,96471,"hydrolase activity, acting on glycosyl bonds",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016798,MGYA00005310,1.3614982394
95,go-terms,GO:0016298,GO:0016298,87,lipase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016298,MGYA00005310,0.0012278337
96,go-terms,GO:0004518,GO:0004518,25701,nuclease activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004518,MGYA00005310,0.3627190166
97,go-terms,GO:0008233,GO:0008233,58023,peptidase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008233,MGYA00005310,0.8188804132
98,go-terms,GO:0016791,GO:0016791,6461,phosphatase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016791,MGYA00005310,0.091184295
99,go-terms,GO:0016407,GO:0016407,8663,acetyltransferase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016407,MGYA00005310,0.1222611899
100,go-terms,GO:0034061,GO:0034061,9592,DNA polymerase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0034061,MGYA00005310,0.1353721959
101,go-terms,GO:0016301,GO:0016301,58118,kinase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016301,MGYA00005310,0.8202211512
102,go-terms,GO:0004672,GO:0004672,20969,protein kinase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004672,MGYA00005310,0.2959361526
103,go-terms,GO:0034062,GO:0034062,20522,RNA polymerase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0034062,MGYA00005310,0.2896276277
104,go-terms,GO:0016740,GO:0016740,294949,transferase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016740,MGYA00005310,4.1626244593
105,go-terms,GO:0016746,GO:0016746,28964,"transferase activity, transferring acyl groups",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016746,MGYA00005310,0.4087698376
106,go-terms,GO:0016765,GO:0016765,17515,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016765,MGYA00005310,0.2471897426
107,go-terms,GO:0016757,GO:0016757,29105,"transferase activity, transferring glycosyl groups",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016757,MGYA00005310,0.410759775
