,type,id,attributes_count,attributes.lineage,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
0,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:GW-34,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:GW-34,Bacteria,Clostridiales,Firmicutes,Clostridia,Tissierellaceae,GW-34,Bacteria,GW-34,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253AGW-34,,MGYA00005301,20196.0,99.9900980295,10675.0,52.8517675017,10248.0,50.7376968017,10245.0,50.7253552508,3.0,0.0162407969,1.0,0.0070180364,,
1,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,33,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Anaerostipes,Bacteria,Anaerostipes,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AAnaerostipes,,MGYA00005301,20196.0,99.9900980295,10675.0,52.8517675017,10248.0,50.7376968017,10245.0,50.7253552508,3569.0,19.3211346903,33.0,0.2315951997,,
2,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,Bacteria,Clostridiales,Firmicutes,Clostridia,Acidaminobacteraceae,Fusibacter,Bacteria,Fusibacter,Acidaminobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AAcidaminobacteraceae%253AFusibacter,,MGYA00005301,20196.0,99.9900980295,10675.0,52.8517675017,10248.0,50.7376968017,10245.0,50.7253552508,2.0,0.0108271979,1.0,0.0070180364,,
3,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Marinilabiaceae,,Bacteria,Marinilabiaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae,,MGYA00005301,20196.0,99.9900980295,8939.0,44.2568571146,8936.0,44.2420041588,8936.0,44.2441946824,1.0,0.005413599,,,,
4,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,48,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,Bacteria,Clostridiales,Firmicutes,Clostridia,Clostridiaceae,SMB53,Bacteria,SMB53,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASMB53,,MGYA00005301,20196.0,99.9900980295,10675.0,52.8517675017,10248.0,50.7376968017,10245.0,50.7253552508,158.0,0.8553486358,48.0,0.336865745,,
5,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Paraprevotellaceae,YRC22,Bacteria,YRC22,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AYRC22,,MGYA00005301,20196.0,99.9900980295,8939.0,44.2568571146,8936.0,44.2420041588,8936.0,44.2441946824,392.0,2.1221307926,1.0,0.0070180364,,
6,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,5,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Bacteria,Turicibacterales,Firmicutes,Bacilli,Turicibacteraceae,Turicibacter,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,,MGYA00005301,20196.0,99.9900980295,10675.0,52.8517675017,103.0,0.5099514803,5.0,0.0247561519,5.0,0.0270679948,5.0,0.0350901818,,
7,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,12,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Bacteria,Bifidobacteriales,Actinobacteria,Actinobacteria,Bifidobacteriaceae,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,,MGYA00005301,20196.0,99.9900980295,355.0,1.7575997624,203.0,1.005050005,198.0,0.9803436154,198.0,1.0718925942,,,,
8,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Aerococcus,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Aerococcus,Bacteria,Lactobacillales,Firmicutes,Bacilli,Aerococcaceae,Aerococcus,Bacteria,Aerococcus,Aerococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AAerococcaceae%253AAerococcus,,MGYA00005301,20196.0,99.9900980295,10675.0,52.8517675017,103.0,0.5099514803,81.0,0.4010496608,1.0,0.005413599,1.0,0.0070180364,,
9,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Porphyromonadaceae,Tannerella,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,,MGYA00005301,20196.0,99.9900980295,8939.0,44.2568571146,8936.0,44.2420041588,8936.0,44.2441946824,380.0,2.057167605,5.0,0.0350901818,,
