,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005307,0.0
1,go-terms,GO:0071554,GO:0071554,1425,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005307,0.0498170752
2,go-terms,GO:0016043,GO:0016043,10539,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005307,0.3684366003
3,go-terms,GO:0051301,GO:0051301,3427,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005307,0.1198056959
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005307,0.0
5,go-terms,GO:0048870,GO:0048870,1047,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005307,0.0366024405
6,go-terms,GO:0032196,GO:0032196,4986,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005307,0.1743073242
7,go-terms,GO:0006811,GO:0006811,29450,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005307,1.0295528874
8,go-terms,GO:0009306,GO:0009306,1277,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005307,0.0446430912
9,go-terms,GO:0006810,GO:0006810,104007,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005307,3.636017221
10,go-terms,GO:0046034,GO:0046034,5009,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005307,0.1751113892
11,go-terms,GO:0009058,GO:0009058,197049,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005307,6.8887051581
12,go-terms,GO:0005975,GO:0005975,91200,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005307,3.1882928125
13,go-terms,GO:0009056,GO:0009056,18070,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005307,0.6317154728
14,go-terms,GO:0006520,GO:0006520,58555,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005307,2.0470447987
15,go-terms,GO:0045333,GO:0045333,360,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005307,0.0125853664
16,go-terms,GO:0051186,GO:0051186,19927,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005307,0.6966349877
17,go-terms,GO:0006259,GO:0006259,62493,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005307,2.184714723
18,go-terms,GO:0022900,GO:0022900,173,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005307,0.0060479677
19,go-terms,GO:0006091,GO:0006091,9631,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005307,0.3366935096
20,go-terms,GO:0046039,GO:0046039,89,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005307,0.0031113822
21,go-terms,GO:0006629,GO:0006629,15198,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005307,0.5313122167
