,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,3,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005324,3.00688e-05
1,go-terms,GO:0071554,GO:0071554,6054,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005324,0.0606788453
2,go-terms,GO:0016043,GO:0016043,26270,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005324,0.2633024888
3,go-terms,GO:0051301,GO:0051301,9493,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005324,0.095147717
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005324,0.0
5,go-terms,GO:0048870,GO:0048870,1652,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005324,0.0165578878
6,go-terms,GO:0032196,GO:0032196,21559,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005324,0.2160844444
7,go-terms,GO:0006811,GO:0006811,95460,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005324,0.9567893253
8,go-terms,GO:0009306,GO:0009306,2792,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005324,0.0279840331
9,go-terms,GO:0006810,GO:0006810,416991,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005324,4.1794734712
10,go-terms,GO:0046034,GO:0046034,12299,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005324,0.1232720712
11,go-terms,GO:0009058,GO:0009058,645424,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005324,6.469042463
12,go-terms,GO:0005975,GO:0005975,424919,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005324,4.2589352957
13,go-terms,GO:0009056,GO:0009056,70116,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005324,0.7027680739
14,go-terms,GO:0006520,GO:0006520,192007,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005324,1.9244735804
15,go-terms,GO:0045333,GO:0045333,1347,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005324,0.0135008927
16,go-terms,GO:0051186,GO:0051186,63116,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005324,0.6326075326
17,go-terms,GO:0006259,GO:0006259,218553,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005324,2.1905423991
