,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,2,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005309,2.85605e-05
1,go-terms,GO:0071554,GO:0071554,3874,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005309,0.055321661
2,go-terms,GO:0016043,GO:0016043,20156,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005309,0.2878325761
3,go-terms,GO:0051301,GO:0051301,7371,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005309,0.1052596705
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005309,0.0
5,go-terms,GO:0048870,GO:0048870,1830,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005309,0.0261328445
6,go-terms,GO:0032196,GO:0032196,16667,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005309,0.2380088086
7,go-terms,GO:0006811,GO:0006811,65204,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005309,0.9311289589
8,go-terms,GO:0009306,GO:0009306,2241,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005309,0.0320020244
9,go-terms,GO:0006810,GO:0006810,273461,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005309,3.9050895071
10,go-terms,GO:0046034,GO:0046034,9348,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005309,0.1334917107
11,go-terms,GO:0009058,GO:0009058,472414,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005309,6.7461866753
12,go-terms,GO:0005975,GO:0005975,258140,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005309,3.6863019055
13,go-terms,GO:0009056,GO:0009056,45815,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005309,0.654249329
14,go-terms,GO:0006520,GO:0006520,136682,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005309,1.9518521618
