,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,2,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005327,1.80888e-05
1,go-terms,GO:0071554,GO:0071554,6116,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005327,0.0553155323
2,go-terms,GO:0016043,GO:0016043,31922,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005327,0.2887152425
3,go-terms,GO:0051301,GO:0051301,13005,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005327,0.1176223836
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005327,0.0
5,go-terms,GO:0048870,GO:0048870,6904,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005327,0.0624425172
6,go-terms,GO:0032196,GO:0032196,34537,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005327,0.3123663408
7,go-terms,GO:0006811,GO:0006811,97410,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005327,0.8810147162
8,go-terms,GO:0009306,GO:0009306,6694,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005327,0.0605431938
9,go-terms,GO:0006810,GO:0006810,405935,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005327,3.6714373148
10,go-terms,GO:0046034,GO:0046034,16840,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005327,0.1523076463
11,go-terms,GO:0009058,GO:0009058,744618,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005327,6.7346208394
12,go-terms,GO:0005975,GO:0005975,430326,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005327,3.8920392031
13,go-terms,GO:0009056,GO:0009056,72555,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005327,0.6562162277
14,go-terms,GO:0006520,GO:0006520,213285,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005327,1.9290342239
15,go-terms,GO:0045333,GO:0045333,1216,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005327,0.0109979868
16,go-terms,GO:0051186,GO:0051186,67767,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005327,0.6129116546
17,go-terms,GO:0006259,GO:0006259,258684,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005327,2.3396408054
18,go-terms,GO:0022900,GO:0022900,872,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005327,0.0078867142
19,go-terms,GO:0006091,GO:0006091,37846,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005327,0.3422942506
20,go-terms,GO:0046039,GO:0046039,434,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005327,0.0039252683
