,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,1,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005299,1.22202e-05
1,go-terms,GO:0071554,GO:0071554,4956,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005299,0.0605634675
2,go-terms,GO:0016043,GO:0016043,25958,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005299,0.3172127705
3,go-terms,GO:0051301,GO:0051301,8357,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005299,0.102124475
4,go-terms,GO:0016049,GO:0016049,1,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005299,1.22202e-05
5,go-terms,GO:0048870,GO:0048870,1948,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005299,0.0238050111
6,go-terms,GO:0032196,GO:0032196,18545,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005299,0.226624194
7,go-terms,GO:0006811,GO:0006811,77491,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005299,0.9469579628
8,go-terms,GO:0009306,GO:0009306,2663,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005299,0.0325424766
9,go-terms,GO:0006810,GO:0006810,329782,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005299,4.0300123999
10,go-terms,GO:0046034,GO:0046034,10314,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005299,0.1260394682
11,go-terms,GO:0009058,GO:0009058,533009,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005299,6.5134933964
12,go-terms,GO:0005975,GO:0005975,338036,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005299,4.1308781911
13,go-terms,GO:0009056,GO:0009056,57195,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005299,0.6989361433
14,go-terms,GO:0006520,GO:0006520,157488,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005299,1.9245398258
15,go-terms,GO:0045333,GO:0045333,993,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005299,0.0121346899
16,go-terms,GO:0051186,GO:0051186,51427,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005299,0.6284498477
17,go-terms,GO:0006259,GO:0006259,188703,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005299,2.3059943535
