,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005295,0.0
1,go-terms,GO:0071554,GO:0071554,7820,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005295,0.0753229713
2,go-terms,GO:0016043,GO:0016043,28767,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005295,0.2770864343
3,go-terms,GO:0051301,GO:0051301,10586,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005295,0.101965342
4,go-terms,GO:0016049,GO:0016049,1,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005295,9.6321e-06
5,go-terms,GO:0048870,GO:0048870,3831,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005295,0.0369005503
6,go-terms,GO:0032196,GO:0032196,26529,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005295,0.255529809
7,go-terms,GO:0006811,GO:0006811,99051,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005295,0.9540684952
8,go-terms,GO:0009306,GO:0009306,4290,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005295,0.0413216812
9,go-terms,GO:0006810,GO:0006810,400420,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005295,3.8568828869
10,go-terms,GO:0046034,GO:0046034,16209,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005295,0.1561266039
11,go-terms,GO:0009058,GO:0009058,711494,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005295,6.8531767463
12,go-terms,GO:0005975,GO:0005975,397901,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005295,3.8326196434
13,go-terms,GO:0009056,GO:0009056,68000,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005295,0.6549823593
14,go-terms,GO:0006520,GO:0006520,207224,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005295,1.9960009474
15,go-terms,GO:0045333,GO:0045333,1721,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005295,0.0165768329
16,go-terms,GO:0051186,GO:0051186,67256,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005295,0.6478160817
17,go-terms,GO:0006259,GO:0006259,220785,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005295,2.1266217676
18,go-terms,GO:0022900,GO:0022900,1074,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005295,0.0103448684
19,go-terms,GO:0006091,GO:0006091,36232,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005295,0.3489900124
20,go-terms,GO:0046039,GO:0046039,592,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005295,0.0057021994
21,go-terms,GO:0006629,GO:0006629,58726,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005295,0.565654324
22,go-terms,GO:0006807,GO:0006807,835531,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005295,8.0479127302
23,go-terms,GO:0071941,GO:0071941,197,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005295,0.0018975224
24,go-terms,GO:0009117,GO:0009117,64142,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005295,0.6178217425
25,go-terms,GO:0055114,GO:0055114,237356,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005295,2.2862351893
26,go-terms,GO:0016310,GO:0016310,41311,phosphorylation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016310,MGYA00005295,0.3979114154
27,go-terms,GO:0015979,GO:0015979,2783,photosynthesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0015979,MGYA00005295,0.0268061163
28,go-terms,GO:0019538,GO:0019538,278977,protein metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019538,MGYA00005295,2.6871325537
29,go-terms,GO:0016070,GO:0016070,307349,RNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016070,MGYA00005295,2.960414311
30,go-terms,GO:0044281,GO:0044281,433917,small molecule metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044281,MGYA00005295,4.1795291235
31,go-terms,GO:0006790,GO:0006790,29872,sulfur compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006790,MGYA00005295,0.2877298976
32,go-terms,GO:0009404,GO:0009404,443,toxin metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009404,MGYA00005295,0.0042670174
33,go-terms,GO:0006351,GO:0006351,143350,"transcription, DNA-templated",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006351,MGYA00005295,1.380760606
34,go-terms,GO:0006412,GO:0006412,151655,translation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006412,MGYA00005295,1.4607551426
35,go-terms,GO:0007154,GO:0007154,92909,cell communication,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007154,MGYA00005295,0.8949081768
36,go-terms,GO:0006935,GO:0006935,3484,chemotaxis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006935,MGYA00005295,0.0335582138
37,go-terms,GO:0006950,GO:0006950,55441,response to stress,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006950,MGYA00005295,0.5340128968
38,go-terms,GO:0007165,GO:0007165,84741,signal transduction,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007165,MGYA00005295,0.8162332369
39,go-terms,GO:0000160,GO:0000160,55866,phosphorelay signal transduction system,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000160,MGYA00005295,0.5381065365
40,go-terms,GO:0000902,GO:0000902,4477,cell morphogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000902,MGYA00005295,0.0431228827
41,go-terms,GO:0000746,GO:0000746,2677,conjugation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000746,MGYA00005295,0.0257851144
42,go-terms,GO:0042592,GO:0042592,12047,homeostatic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042592,MGYA00005295,0.1160378306
43,go-terms,GO:0002376,GO:0002376,44,immune system process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0002376,MGYA00005295,0.0004238121
44,go-terms,GO:0009405,GO:0009405,1432,pathogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009405,MGYA00005295,0.0137931579
45,go-terms,GO:0043934,GO:0043934,6218,sporulation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043934,MGYA00005295,0.0598923575
46,go-terms,GO:0044403,GO:0044403,13962,"symbiosis, encompassing mutualism through parasitism",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044403,MGYA00005295,0.1344832897
47,go-terms,GO:0016032,GO:0016032,21490,viral process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016032,MGYA00005295,0.2069936897
48,go-terms,GO:0042575,GO:0042575,3980,DNA polymerase complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042575,MGYA00005295,0.0383357322
49,go-terms,GO:0016469,GO:0016469,16012,proton-transporting two-sector ATPase complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016469,MGYA00005295,0.1542290814
50,go-terms,GO:0005840,GO:0005840,59696,ribosome,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005840,MGYA00005295,0.5749974547
51,go-terms,GO:0005667,GO:0005667,24,transcription factor complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005667,MGYA00005295,0.0002311702
52,go-terms,GO:0005694,GO:0005694,5686,chromosome,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005694,MGYA00005295,0.0547680837
53,go-terms,GO:0005737,GO:0005737,135633,cytoplasm,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005737,MGYA00005295,1.3064297403
54,go-terms,GO:0005856,GO:0005856,152,cytoskeleton,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005856,MGYA00005295,0.0014640782
55,go-terms,GO:0005783,GO:0005783,26,endoplasmic reticulum,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005783,MGYA00005295,0.0002504344
56,go-terms,GO:0005727,GO:0005727,3621,extrachromosomal circular DNA,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005727,MGYA00005295,0.0348778106
57,go-terms,GO:0005794,GO:0005794,15,Golgi apparatus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005794,MGYA00005295,0.0001444814
58,go-terms,GO:0005739,GO:0005739,45,mitochondrion,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005739,MGYA00005295,0.0004334442
59,go-terms,GO:0009295,GO:0009295,52,nucleoid,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009295,MGYA00005295,0.0005008689
60,go-terms,GO:0005634,GO:0005634,220,nucleus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005634,MGYA00005295,0.0021190606
61,go-terms,GO:0042597,GO:0042597,5094,periplasmic space,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042597,MGYA00005295,0.0490658844
62,go-terms,GO:0009579,GO:0009579,45,thylakoid,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009579,MGYA00005295,0.0004334442
63,go-terms,GO:0005773,GO:0005773,1,vacuole,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005773,MGYA00005295,9.6321e-06
64,go-terms,GO:0031982,GO:0031982,21,vesicle,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0031982,MGYA00005295,0.000202274
65,go-terms,GO:0043190,GO:0043190,977,ATP-binding cassette (ABC) transporter complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043190,MGYA00005295,0.0094105554
66,go-terms,GO:0005618,GO:0005618,2535,cell wall,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005618,MGYA00005295,0.0244173571
67,go-terms,GO:0019861,GO:0019861,4051,flagellum,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019861,MGYA00005295,0.0390196108
68,go-terms,GO:0016020,GO:0016020,484552,membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016020,MGYA00005295,4.6672501789
69,go-terms,GO:0019867,GO:0019867,7431,outer membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019867,MGYA00005295,0.0715760869
70,go-terms,GO:0009289,GO:0009289,50,pilus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009289,MGYA00005295,0.0004816047
71,go-terms,GO:0005886,GO:0005886,8225,plasma membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005886,MGYA00005295,0.0792239692
72,go-terms,GO:0070469,GO:0070469,26,respiratory chain,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0070469,MGYA00005295,0.0002504344
73,go-terms,GO:0031012,GO:0031012,95,extracellular matrix,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0031012,MGYA00005295,0.0009150489
74,go-terms,GO:0019012,GO:0019012,25141,virion,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019012,MGYA00005295,0.2421604632
75,go-terms,GO:0048037,GO:0048037,204397,cofactor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048037,MGYA00005295,1.968771019
76,go-terms,GO:0008092,GO:0008092,109,cytoskeletal protein binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008092,MGYA00005295,0.0010498982
77,go-terms,GO:0046872,GO:0046872,130273,metal ion binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046872,MGYA00005295,1.254801719
78,go-terms,GO:0003676,GO:0003676,469416,nucleic acid binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0003676,MGYA00005295,4.5214588114
