,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005297,0.0
1,go-terms,GO:0071554,GO:0071554,8312,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005297,0.0936031714
2,go-terms,GO:0016043,GO:0016043,23933,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005297,0.2695145214
3,go-terms,GO:0051301,GO:0051301,8102,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005297,0.0912383175
4,go-terms,GO:0016049,GO:0016049,1,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005297,1.12612e-05
5,go-terms,GO:0048870,GO:0048870,2411,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005297,0.0271507755
6,go-terms,GO:0032196,GO:0032196,24888,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005297,0.2802689762
7,go-terms,GO:0006811,GO:0006811,83718,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005297,0.9427659174
8,go-terms,GO:0009306,GO:0009306,3387,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005297,0.0381417158
9,go-terms,GO:0006810,GO:0006810,362832,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005297,4.0859270807
10,go-terms,GO:0046034,GO:0046034,11733,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005297,0.1321277683
11,go-terms,GO:0009058,GO:0009058,616745,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005297,6.9452945093
12,go-terms,GO:0005975,GO:0005975,355512,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005297,4.0034950289
13,go-terms,GO:0009056,GO:0009056,59887,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005297,0.6744000394
14,go-terms,GO:0006520,GO:0006520,182391,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005297,2.0539432194
15,go-terms,GO:0045333,GO:0045333,1266,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005297,0.0142566909
