,type,id,attributes_count,attributes.lineage,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
0,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:GW-34,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:GW-34,Bacteria,Clostridiales,Firmicutes,Clostridia,Tissierellaceae,GW-34,Bacteria,GW-34,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253AGW-34,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,13891.0,52.3319770946,13886.0,52.31708236,5.0,0.0204549174,1.0,0.0054725551,,
1,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:WH1-8,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:WH1-8,Bacteria,Clostridiales,Firmicutes,Clostridia,Acidaminobacteraceae,WH1-8,Bacteria,WH1-8,Acidaminobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AAcidaminobacteraceae%253AWH1-8,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,13891.0,52.3319770946,13886.0,52.31708236,4.0,0.0163639339,1.0,0.0054725551,,
2,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,176,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Anaerostipes,Bacteria,Anaerostipes,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AAnaerostipes,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,13891.0,52.3319770946,13886.0,52.31708236,5856.0,23.9567992145,176.0,0.9631697039,,
3,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:RF16,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:RF16,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,RF16,,Bacteria,RF16,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARF16,,MGYA00005300,26545.0,100.0,11135.0,41.9476360897,11126.0,41.915310428,11126.0,41.9184688418,2.0,0.0081819669,,,,
4,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Acidaminobacteraceae:Fusibacter,Bacteria,Clostridiales,Firmicutes,Clostridia,Acidaminobacteraceae,Fusibacter,Bacteria,Fusibacter,Acidaminobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AAcidaminobacteraceae%253AFusibacter,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,13891.0,52.3319770946,13886.0,52.31708236,4.0,0.0163639339,3.0,0.0164176654,,
5,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Oribacterium,Bacteria,Oribacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AOribacterium,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,13891.0,52.3319770946,13886.0,52.31708236,5856.0,23.9567992145,2.0,0.0109451103,,
6,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,14,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Marinilabiaceae,,Bacteria,Marinilabiaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae,,MGYA00005300,26545.0,100.0,11135.0,41.9476360897,11126.0,41.915310428,11126.0,41.9184688418,14.0,0.0572737686,,,,
7,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,7,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Porphyromonadaceae,CandidatusAzobacteroides,Bacteria,CandidatusAzobacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ACandidatusAzobacteroides,,MGYA00005300,26545.0,100.0,11135.0,41.9476360897,11126.0,41.915310428,11126.0,41.9184688418,705.0,2.8841433481,7.0,0.038307886,,
8,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,144,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,Bacteria,Clostridiales,Firmicutes,Clostridia,Clostridiaceae,SMB53,Bacteria,SMB53,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASMB53,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,13891.0,52.3319770946,13886.0,52.31708236,345.0,1.411389298,144.0,0.7880479396,,
9,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Paraprevotellaceae,YRC22,Bacteria,YRC22,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AYRC22,,MGYA00005300,26545.0,100.0,11135.0,41.9476360897,11126.0,41.915310428,11126.0,41.9184688418,188.0,0.7691048928,1.0,0.0054725551,,
10,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,11,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Bacteria,Turicibacterales,Firmicutes,Bacilli,Turicibacteraceae,Turicibacter,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,,MGYA00005300,26545.0,100.0,14369.0,54.1307214165,139.0,0.5236588306,11.0,0.0414437495,11.0,0.0450008182,11.0,0.0601981065,,
11,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,5,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Bacteria,Bifidobacteriales,Actinobacteria,Actinobacteria,Bifidobacteriaceae,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,,MGYA00005300,26545.0,100.0,111.0,0.4181578452,76.0,0.2863170585,71.0,0.2675005651,71.0,0.2904598265,,,,
