,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,0,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005330,0.0
1,go-terms,GO:0071554,GO:0071554,8175,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005330,0.0924723021
2,go-terms,GO:0016043,GO:0016043,23815,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005330,0.2693856728
3,go-terms,GO:0051301,GO:0051301,7978,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005330,0.0902439176
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005330,0.0
5,go-terms,GO:0048870,GO:0048870,2487,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005330,0.0281319407
6,go-terms,GO:0032196,GO:0032196,24600,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005330,0.2782652762
7,go-terms,GO:0006811,GO:0006811,83068,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005330,0.9396317057
8,go-terms,GO:0009306,GO:0009306,3438,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005330,0.0388892691
9,go-terms,GO:0006810,GO:0006810,361277,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005330,4.0866196821
10,go-terms,GO:0046034,GO:0046034,11860,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005330,0.1341555356
11,go-terms,GO:0009058,GO:0009058,614347,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005330,6.9492454317
12,go-terms,GO:0005975,GO:0005975,354670,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005330,4.0118839634
13,go-terms,GO:0009056,GO:0009056,59285,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005330,0.670608004
14,go-terms,GO:0006520,GO:0006520,181960,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005330,2.0582581159
15,go-terms,GO:0045333,GO:0045333,1229,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005330,0.0139019522
16,go-terms,GO:0051186,GO:0051186,55746,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005330,0.6305762636
17,go-terms,GO:0006259,GO:0006259,184672,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005330,2.0889351659
