,type,id,attributes.accession,attributes.count,attributes.description,attributes.lineage,links.self,Sample_id,attributes.relative_abundance
0,go-terms,GO:0030031,GO:0030031,7,cell projection assembly,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030031,MGYA00005320,0.0001089871
1,go-terms,GO:0071554,GO:0071554,4725,cell wall organization or biogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071554,MGYA00005320,0.0735662979
2,go-terms,GO:0016043,GO:0016043,20568,cellular component organization,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016043,MGYA00005320,0.3202352627
3,go-terms,GO:0051301,GO:0051301,6454,cell division,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051301,MGYA00005320,0.1004861136
4,go-terms,GO:0016049,GO:0016049,0,cell growth,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016049,MGYA00005320,0.0
5,go-terms,GO:0048870,GO:0048870,3007,cell motility,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048870,MGYA00005320,0.0468177477
6,go-terms,GO:0032196,GO:0032196,12963,transposition,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0032196,MGYA00005320,0.2018285546
7,go-terms,GO:0006811,GO:0006811,59187,ion transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006811,MGYA00005320,0.9215171379
8,go-terms,GO:0009306,GO:0009306,3865,protein secretion,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009306,MGYA00005320,0.0601764532
9,go-terms,GO:0006810,GO:0006810,240589,transport,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006810,MGYA00005320,3.7458713348
10,go-terms,GO:0046034,GO:0046034,8957,ATP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046034,MGYA00005320,0.1394567896
11,go-terms,GO:0009058,GO:0009058,432547,biosynthetic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009058,MGYA00005320,6.7345780907
12,go-terms,GO:0005975,GO:0005975,253306,carbohydrate metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005975,MGYA00005320,3.943869771
13,go-terms,GO:0009056,GO:0009056,43304,catabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009056,MGYA00005320,0.6742253897
14,go-terms,GO:0006520,GO:0006520,127199,cellular amino acid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006520,MGYA00005320,1.9804358799
15,go-terms,GO:0045333,GO:0045333,895,cellular respiration,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045333,MGYA00005320,0.0139347802
16,go-terms,GO:0051186,GO:0051186,39742,cofactor metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051186,MGYA00005320,0.6187665213
17,go-terms,GO:0006259,GO:0006259,144802,DNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006259,MGYA00005320,2.2545073176
18,go-terms,GO:0022900,GO:0022900,538,electron transport chain,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0022900,MGYA00005320,0.0083764377
19,go-terms,GO:0006091,GO:0006091,22526,generation of precursor metabolites and energy,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006091,MGYA00005320,0.3507205138
20,go-terms,GO:0046039,GO:0046039,434,GTP metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046039,MGYA00005320,0.0067572007
21,go-terms,GO:0006629,GO:0006629,36701,lipid metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006629,MGYA00005320,0.5714194076
22,go-terms,GO:0006807,GO:0006807,517296,nitrogen compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006807,MGYA00005320,8.0540850081
23,go-terms,GO:0071941,GO:0071941,97,nitrogen cycle metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0071941,MGYA00005320,0.0015102499
24,go-terms,GO:0009117,GO:0009117,39300,nucleotide metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009117,MGYA00005320,0.6118847639
25,go-terms,GO:0055114,GO:0055114,144551,oxidation-reduction process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0055114,MGYA00005320,2.2505993512
26,go-terms,GO:0016310,GO:0016310,25681,phosphorylation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016310,MGYA00005320,0.3998425603
27,go-terms,GO:0015979,GO:0015979,1804,photosynthesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0015979,MGYA00005320,0.0280875347
28,go-terms,GO:0019538,GO:0019538,168819,protein metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019538,MGYA00005320,2.6284420853
29,go-terms,GO:0016070,GO:0016070,191359,RNA metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016070,MGYA00005320,2.9793805733
30,go-terms,GO:0044281,GO:0044281,265677,small molecule metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044281,MGYA00005320,4.1364811301
31,go-terms,GO:0006790,GO:0006790,17013,sulfur compound metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006790,MGYA00005320,0.2648853814
32,go-terms,GO:0009404,GO:0009404,413,toxin metabolic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009404,MGYA00005320,0.0064302394
33,go-terms,GO:0006351,GO:0006351,84858,"transcription, DNA-templated",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006351,MGYA00005320,1.3212040024
34,go-terms,GO:0006412,GO:0006412,96258,translation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006412,MGYA00005320,1.4986972927
35,go-terms,GO:0007154,GO:0007154,54069,cell communication,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007154,MGYA00005320,0.8418319923
36,go-terms,GO:0006935,GO:0006935,2153,chemotaxis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006935,MGYA00005320,0.0335213205
37,go-terms,GO:0006950,GO:0006950,36258,response to stress,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0006950,MGYA00005320,0.5645220806
38,go-terms,GO:0007165,GO:0007165,48599,signal transduction,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0007165,MGYA00005320,0.7566663522
39,go-terms,GO:0000160,GO:0000160,31231,phosphorelay signal transduction system,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000160,MGYA00005320,0.4862537675
40,go-terms,GO:0000902,GO:0000902,2574,cell morphogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000902,MGYA00005320,0.0400761166
41,go-terms,GO:0000746,GO:0000746,1203,conjugation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000746,MGYA00005320,0.018730213
42,go-terms,GO:0042592,GO:0042592,8196,homeostatic process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042592,MGYA00005320,0.127608334
43,go-terms,GO:0002376,GO:0002376,38,immune system process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0002376,MGYA00005320,0.0005916443
44,go-terms,GO:0009405,GO:0009405,783,pathogenesis,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009405,MGYA00005320,0.0121909865
45,go-terms,GO:0043934,GO:0043934,3237,sporulation,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043934,MGYA00005320,0.0503987527
46,go-terms,GO:0044403,GO:0044403,13137,"symbiosis, encompassing mutualism through parasitism",biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0044403,MGYA00005320,0.2045376627
47,go-terms,GO:0016032,GO:0016032,20679,viral process,biological_process,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016032,MGYA00005320,0.3219634868
48,go-terms,GO:0042575,GO:0042575,2216,DNA polymerase complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042575,MGYA00005320,0.0345022045
49,go-terms,GO:0016469,GO:0016469,8853,proton-transporting two-sector ATPase complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016469,MGYA00005320,0.1378375525
50,go-terms,GO:0005840,GO:0005840,36875,ribosome,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005840,MGYA00005320,0.5741285157
51,go-terms,GO:0005667,GO:0005667,4,transcription factor complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005667,MGYA00005320,6.22783e-05
52,go-terms,GO:0005694,GO:0005694,3123,chromosome,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005694,MGYA00005320,0.0486238198
53,go-terms,GO:0005737,GO:0005737,84542,cytoplasm,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005737,MGYA00005320,1.3162840129
54,go-terms,GO:0005856,GO:0005856,83,cytoskeleton,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005856,MGYA00005320,0.0012922757
55,go-terms,GO:0005783,GO:0005783,14,endoplasmic reticulum,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005783,MGYA00005320,0.0002179742
56,go-terms,GO:0005727,GO:0005727,3548,extrachromosomal circular DNA,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005727,MGYA00005320,0.0552408942
57,go-terms,GO:0005794,GO:0005794,13,Golgi apparatus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005794,MGYA00005320,0.0002024046
58,go-terms,GO:0005739,GO:0005739,22,mitochondrion,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005739,MGYA00005320,0.0003425309
59,go-terms,GO:0009295,GO:0009295,124,nucleoid,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009295,MGYA00005320,0.0019306288
60,go-terms,GO:0005634,GO:0005634,124,nucleus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005634,MGYA00005320,0.0019306288
61,go-terms,GO:0042597,GO:0042597,3623,periplasmic space,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0042597,MGYA00005320,0.0564086132
62,go-terms,GO:0009579,GO:0009579,48,thylakoid,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009579,MGYA00005320,0.0007473402
63,go-terms,GO:0005773,GO:0005773,0,vacuole,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005773,MGYA00005320,0.0
64,go-terms,GO:0031982,GO:0031982,18,vesicle,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0031982,MGYA00005320,0.0002802526
65,go-terms,GO:0043190,GO:0043190,519,ATP-binding cassette (ABC) transporter complex,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0043190,MGYA00005320,0.0080806156
66,go-terms,GO:0005618,GO:0005618,1535,cell wall,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005618,MGYA00005320,0.0238993158
67,go-terms,GO:0019861,GO:0019861,3127,flagellum,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019861,MGYA00005320,0.0486860981
68,go-terms,GO:0016020,GO:0016020,294981,membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016020,MGYA00005320,4.5927323037
69,go-terms,GO:0019867,GO:0019867,6209,outer membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019867,MGYA00005320,0.0966715649
70,go-terms,GO:0009289,GO:0009289,17,pilus,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0009289,MGYA00005320,0.000264683
71,go-terms,GO:0005886,GO:0005886,5703,plasma membrane,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005886,MGYA00005320,0.0887933539
72,go-terms,GO:0070469,GO:0070469,11,respiratory chain,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0070469,MGYA00005320,0.0001712655
73,go-terms,GO:0031012,GO:0031012,104,extracellular matrix,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0031012,MGYA00005320,0.001619237
74,go-terms,GO:0019012,GO:0019012,24612,virion,cellular_component,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0019012,MGYA00005320,0.383198672
75,go-terms,GO:0048037,GO:0048037,124435,cofactor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0048037,MGYA00005320,1.9374015418
76,go-terms,GO:0008092,GO:0008092,79,cytoskeletal protein binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008092,MGYA00005320,0.0012299974
77,go-terms,GO:0046872,GO:0046872,81726,metal ion binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0046872,MGYA00005320,1.2724400563
78,go-terms,GO:0003676,GO:0003676,294855,nucleic acid binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0003676,MGYA00005320,4.5907705357
79,go-terms,GO:0000166,GO:0000166,343452,nucleotide binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000166,MGYA00005320,5.3474057487
80,go-terms,GO:0005102,GO:0005102,60,receptor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005102,MGYA00005320,0.0009341752
81,go-terms,GO:0008134,GO:0008134,3872,transcription factor binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008134,MGYA00005320,0.0602854403
82,go-terms,GO:0051082,GO:0051082,3964,unfolded protein binding,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0051082,MGYA00005320,0.0617178423
83,go-terms,GO:0004812,GO:0004812,52878,aminoacyl-tRNA ligase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004812,MGYA00005320,0.8232886144
84,go-terms,GO:0016853,GO:0016853,82279,isomerase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016853,MGYA00005320,1.2810500378
85,go-terms,GO:0016874,GO:0016874,105892,ligase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016874,MGYA00005320,1.6486946925
86,go-terms,GO:0016829,GO:0016829,57289,lyase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016829,MGYA00005320,0.891966062
87,go-terms,GO:0016491,GO:0016491,143738,oxidoreductase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016491,MGYA00005320,2.2379412771
88,go-terms,GO:0016887,GO:0016887,74829,ATPase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016887,MGYA00005320,1.1650566157
89,go-terms,GO:0003924,GO:0003924,13814,GTPase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0003924,MGYA00005320,0.215078273
90,go-terms,GO:0004386,GO:0004386,9162,helicase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004386,MGYA00005320,0.1426485549
91,go-terms,GO:0016787,GO:0016787,360075,hydrolase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016787,MGYA00005320,5.6062189912
92,go-terms,GO:0016810,GO:0016810,31740,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016810,MGYA00005320,0.4941786872
93,go-terms,GO:0016788,GO:0016788,48891,"hydrolase activity, acting on ester bonds",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016788,MGYA00005320,0.7612126715
94,go-terms,GO:0016798,GO:0016798,94573,"hydrolase activity, acting on glycosyl bonds",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016798,MGYA00005320,1.4724625388
95,go-terms,GO:0016298,GO:0016298,51,lipase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016298,MGYA00005320,0.0007940489
96,go-terms,GO:0004518,GO:0004518,22572,nuclease activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004518,MGYA00005320,0.3514367148
97,go-terms,GO:0008233,GO:0008233,51987,peptidase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0008233,MGYA00005320,0.8094161125
98,go-terms,GO:0016791,GO:0016791,5248,phosphatase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016791,MGYA00005320,0.0817091919
99,go-terms,GO:0016407,GO:0016407,7704,acetyltransferase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016407,MGYA00005320,0.1199480972
100,go-terms,GO:0034061,GO:0034061,10088,DNA polymerase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0034061,MGYA00005320,0.1570659923
101,go-terms,GO:0016301,GO:0016301,51623,kinase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016301,MGYA00005320,0.8037487828
102,go-terms,GO:0004672,GO:0004672,16993,protein kinase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004672,MGYA00005320,0.2645739896
103,go-terms,GO:0034062,GO:0034062,18668,RNA polymerase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0034062,MGYA00005320,0.2906530476
104,go-terms,GO:0016740,GO:0016740,273334,transferase activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016740,MGYA00005320,4.2556974568
105,go-terms,GO:0016746,GO:0016746,25537,"transferase activity, transferring acyl groups",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016746,MGYA00005320,0.3976005398
106,go-terms,GO:0016765,GO:0016765,15912,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016765,MGYA00005320,0.2477432662
107,go-terms,GO:0016757,GO:0016757,28174,"transferase activity, transferring glycosyl groups",molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0016757,MGYA00005320,0.4386575404
108,go-terms,GO:0030234,GO:0030234,2660,enzyme regulator activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0030234,MGYA00005320,0.0414151011
109,go-terms,GO:0003774,GO:0003774,998,motor activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0003774,MGYA00005320,0.0155384477
110,go-terms,GO:0001071,GO:0001071,42924,nucleic acid binding transcription factor activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0001071,MGYA00005320,0.6683089467
111,go-terms,GO:0000988,GO:0000988,17091,protein binding transcription factor activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000988,MGYA00005320,0.2660998091
112,go-terms,GO:0004872,GO:0004872,64892,receptor activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0004872,MGYA00005320,1.010341631
113,go-terms,GO:0045182,GO:0045182,0,translation regulator activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0045182,MGYA00005320,0.0
114,go-terms,GO:0005215,GO:0005215,120657,transporter activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0005215,MGYA00005320,1.8785796426
115,go-terms,GO:0000156,GO:0000156,415,phosphorelay response regulator activity,molecular_function,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/go-terms/GO:0000156,MGYA00005320,0.0064613785
