,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
0,organisms,Bacteria:Proteobacteria:Betaproteobacteria:MND1,1,Bacteria:Proteobacteria:Betaproteobacteria:MND1,Betaproteobacteria,Proteobacteria,Bacteria,MND1,Bacteria,MND1,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMND1,,,,MGYA00005306,29942.0,99.9966603213,256.0,0.8549577531,180.0,0.6011421701,1.0,0.0033399018,,,,,,
1,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,49,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Anaerostipes,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Anaerostipes,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AAnaerostipes,Lachnospiraceae,Anaerostipes,,MGYA00005306,29942.0,99.9966603213,17047.0,56.9315031894,16410.0,54.8041278429,16409.0,54.8044487492,6410.0,23.9107729036,49.0,0.2427545207,,
2,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,250,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,Lachnospiraceae,Blautia,,MGYA00005306,29942.0,99.9966603213,17047.0,56.9315031894,16410.0,54.8041278429,16409.0,54.8044487492,6410.0,23.9107729036,299.0,1.4812979936,,
3,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae:Thioalkalivibrio,1,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae:Thioalkalivibrio,Gammaproteobacteria,Proteobacteria,Bacteria,Chromatiales,Bacteria,Thioalkalivibrio,Ectothiorhodospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales%253AEctothiorhodospiraceae%253AThioalkalivibrio,Ectothiorhodospiraceae,Thioalkalivibrio,,MGYA00005306,29942.0,99.9966603213,256.0,0.8549577531,25.0,0.0834919681,5.0,0.016699509,3.0,0.0111906893,1.0,0.0049541739,,
4,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Microbacteriaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrobacteriaceae,Microbacteriaceae,,,MGYA00005306,29942.0,99.9966603213,245.0,0.8182212871,117.0,0.3907424106,5.0,0.016699509,1.0,0.0037302298,,,,
5,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Marinilabiaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae,Marinilabiaceae,,,MGYA00005306,29942.0,99.9966603213,12235.0,40.8609691748,12231.0,40.8476104599,12231.0,40.850339,3.0,0.0111906893,,,,
6,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Xenorhabdus:bovienii,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Xenorhabdus:bovienii,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,bovienii,Xenorhabdus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AXenorhabdus%253Abovienii,Enterobacteriaceae,Xenorhabdus,bovienii,MGYA00005306,29942.0,99.9966603213,256.0,0.8549577531,25.0,0.0834919681,11.0,0.0367389199,11.0,0.0410325276,1.0,0.0049541739,1.0,0.0137835975
7,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,133,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,SMB53,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASMB53,Clostridiaceae,SMB53,,MGYA00005306,29942.0,99.9966603213,17047.0,56.9315031894,16410.0,54.8041278429,16409.0,54.8044487492,391.0,1.4585198448,133.0,0.6589051276,,
8,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,YRC22,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AYRC22,Paraprevotellaceae,YRC22,,MGYA00005306,29942.0,99.9966603213,12235.0,40.8609691748,12231.0,40.8476104599,12231.0,40.850339,2118.0,7.9006266786,3.0,0.0148625217,,
9,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,3,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,Bifidobacteriaceae,,,MGYA00005306,29942.0,99.9966603213,245.0,0.8182212871,117.0,0.3907424106,112.0,0.3740690024,112.0,0.4177857356,,,,
